spotify_id,track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,duration
52HjTcpftyetKoG5VMl4oU,2eXtxcrtc0Xb06Nc5qayeR,0.665,0.337,2,-7.681,0,0.0436,0.711,0.793,0.339,0.437,170.023,,4,182118.0
52HjTcpftyetKoG5VMl4oU,7fbJ74WJDqskvWCgcR6Eoi,0.37,0.527,7,-8.936,0,0.0364,0.451,2.86e-05,0.095,0.0633,180.001,,3,331000.0
52HjTcpftyetKoG5VMl4oU,6IrmETsn52ROkYcKRJlQ5a,0.564,0.329,6,-10.954,0,0.0427,0.41,0.000495,0.0781,0.0489,160.093,,3,211000.0
1fC39CbpnuKlk0VUenAuuK,46p1iOcW7JHyFEge9aQ45y,0.503,0.872,10,-8.232,0,0.0495,0.00317,0.0375,0.103,0.432,126.933,,4,331330.0
1fC39CbpnuKlk0VUenAuuK,0lpMuJJhxKAkJ42bCXFbDi,0.303,0.71,8,-8.356,0,0.0418,0.146,0.0248,0.101,0.188,126.962,,4,288461.0
1fC39CbpnuKlk0VUenAuuK,1YboIEsTIy7hR30VhUU3LQ,0.492,0.931,7,-6.752,1,0.0382,0.0227,0.831,0.118,0.196,98.998,,4,274251.0
1fC39CbpnuKlk0VUenAuuK,1ge12qZKs9Ukr5Mlx2uXIx,0.554,0.72,7,-10.573,1,0.063,0.373,0.0266,0.123,0.462,173.97,,4,223871.0
1fC39CbpnuKlk0VUenAuuK,5ZPCqTcX0gfhiqDWD47IL3,0.598,0.871,5,-6.63,0,0.034,0.0322,2.97e-05,0.0782,0.53,132.957,,4,227062.0
3inzIBtXMSkZTGEfC0a1kT,0wXZP3xs4b7vAFymzoENz1,0.476,0.718,7,-5.937,0,0.167,0.251,0,0.117,0.536,79.172,,4,231227.0
3inzIBtXMSkZTGEfC0a1kT,0ZoS0OXuPpBPKa2arKKKJ1,0.92,0.524,7,-5.963,1,0.151,0.0852,0,0.0827,0.556,110.011,,4,212360.0
3inzIBtXMSkZTGEfC0a1kT,2a7H1rUKE5ZfGx8O1zc0RT,0.575,0.567,6,-8.152,0,0.0615,0.0311,0,0.074,0.0883,143.982,,5,206947.0
3inzIBtXMSkZTGEfC0a1kT,2GZfh53BROz0E21nbbBDdZ,0.434,0.816,0,-4.953,0,0.485,0.0624,0,0.135,0.641,72.053,,3,164147.0
3inzIBtXMSkZTGEfC0a1kT,55oEHKYkRLb11ZqQrXRuDf,0.557,0.7,11,-7.109,0,0.495,0.292,0,0.0373,0.705,136.476,,4,191500.0
3inzIBtXMSkZTGEfC0a1kT,7mjYnPDflsJ3eh3mFrzKXU,0.764,0.52,11,-10.333,0,0.374,0.135,1.6e-05,0.0876,0.881,136.083,,4,167307.0
3inzIBtXMSkZTGEfC0a1kT,2tm0GOYgOfi9fh3LrDqXgf,0.76,0.774,6,-5.049,0,0.115,0.0615,0,0.239,0.544,117.076,,4,166493.0
3inzIBtXMSkZTGEfC0a1kT,3FAyopkxgKRD6T9RdCK9Un,0.478,0.808,5,-5.269,0,0.334,0.306,0,0.116,0.338,82.467,,4,213667.0
3inzIBtXMSkZTGEfC0a1kT,7Irpsoc2ZOH6r6ZNiSa9Tm,0.475,0.805,4,-4.315,0,0.235,0.258,0,0.348,0.663,76.579,,4,234862.0
3inzIBtXMSkZTGEfC0a1kT,4UvvZu2lcsRhVaOZxnHAya,0.591,0.725,4,-6.521,0,0.286,0.184,0,0.283,0.68,130.174,,4,310136.0
6pNpb0Hcy98NRr1e8Vhxss,2rGoTtFro0cYQVjcMDCxYi,0.801,0.632,3,-9.303,0,0.0875,0.372,0,0.102,0.363,130.003,,4,206769.0
6pNpb0Hcy98NRr1e8Vhxss,21hW3GAslUNLFRwsWKiouC,0.635,0.667,7,-6.103,1,0.0423,0.215,0,0.113,0.13,157.898,,4,188354.0
6pNpb0Hcy98NRr1e8Vhxss,5BiND4GDvSrKNh9rPI9bnp,0.739,0.66,5,-6.679,1,0.0404,0.278,0,0.358,0.533,116.034,,4,182069.0
6pNpb0Hcy98NRr1e8Vhxss,2w6iLr2PGIINr6bYClyxQ4,0.774,0.656,2,-7.971,0,0.0676,0.483,0,0.119,0.335,100.064,,4,213625.0
6pNpb0Hcy98NRr1e8Vhxss,01VdXs2ySjB4cnAOaDUHaG,0.591,0.45,4,-11.223,0,0.0609,0.643,0,0.108,0.502,74.646,,4,230400.0
6pNpb0Hcy98NRr1e8Vhxss,6y113n77QKZxKceVO39z3B,0.764,0.442,7,-9.17,0,0.0673,0.539,0,0.158,0.664,119.854,,4,194125.0
6pNpb0Hcy98NRr1e8Vhxss,3jkXYkUBAVx50WQiegdwgn,0.681,0.608,3,-6.742,0,0.0462,0.0805,0,0.206,0.627,135.875,,4,211765.0
6pNpb0Hcy98NRr1e8Vhxss,7BIknAigcQjktQB9geOTOa,0.679,0.644,10,-7.303,0,0.0427,0.11,0,0.206,0.494,96.003,,4,167500.0
6pNpb0Hcy98NRr1e8Vhxss,2LliGkulMGjxA6fpFxfy8v,0.947,0.503,5,-7.419,1,0.196,0.29,0,0.0925,0.717,120.073,,4,161000.0
6pNpb0Hcy98NRr1e8Vhxss,7E88s8PkDhT94TGUb4GwES,0.62,0.53,5,-6.113,0,0.214,0.479,0,0.106,0.337,134.948,,4,215294.0
7t9Ee452yVH58xneswOHNH,3aCpawvHOSIfMQEOYUXy56,0.332,0.864,1,-5.29,0,0.235,0.276,0,0.273,0.34,159.71,,4,249933.0
7t9Ee452yVH58xneswOHNH,3LmVNym79jPeDKOuIHte4T,0.393,0.87,11,-6.327,0,0.124,0.0838,3.53e-05,0.224,0.368,146.509,,4,210347.0
7t9Ee452yVH58xneswOHNH,2eZzkVF27XXbM17u6J76Zc,0.535,0.829,8,-5.178,1,0.0893,0.0364,0,0.167,0.279,110.127,,4,208160.0
7t9Ee452yVH58xneswOHNH,0pn1B9yTktFRjeri37yF10,0.412,0.73,9,-4.985,1,0.0659,0.464,0,0.103,0.47,148.15,,4,211147.0
7t9Ee452yVH58xneswOHNH,7pRA5Fy4vbRjU6ecLyPXYQ,0.425,0.555,1,-7.658,0,0.0492,0.652,1.27e-05,0.0686,0.408,139.961,,4,161480.0
7t9Ee452yVH58xneswOHNH,4Io2dIcrIK5cXEPVMP9Nr9,0.527,0.748,10,-8.712,0,0.0343,0.00872,3.88e-06,0.152,0.837,136.973,,4,191960.0
7t9Ee452yVH58xneswOHNH,22s91NsdFEWQjgpiMHVBOW,0.565,0.916,7,-5.931,1,0.227,0.102,0,0.252,0.663,135.338,,4,198707.0
7t9Ee452yVH58xneswOHNH,3VkLQwd1X7y7oHS09S3ucJ,0.398,0.788,4,-5.848,0,0.156,0.0892,0,0.181,0.406,128.757,,4,220693.0
7t9Ee452yVH58xneswOHNH,7hIgG9xgR2JX0Pct6PhhjF,0.431,0.795,10,-5.705,0,0.114,0.0784,0,0.0803,0.382,122.437,,4,209427.0
7t9Ee452yVH58xneswOHNH,6BHQi6KKe6JzL5knJHLI71,0.521,0.701,0,-7.374,1,0.0271,0.258,0.000102,0.214,0.72,100.77,,4,219693.0
0DPc9vCgjUnh670lRhqeZf,2KwgmpSdgk1sSlMhBt4OHC,0.784,0.639,10,-7.261,1,0.118,0.0513,0,0.142,0.546,94.992,,4,266330.0
0DPc9vCgjUnh670lRhqeZf,1AwSVIAGWxwKlqrvKscbBO,0.879,0.71,10,-6.663,1,0.0579,0.418,0,0.242,0.945,120.088,,4,215884.0
0DPc9vCgjUnh670lRhqeZf,5fpW8YAgGN7I6oxhrG355V,0.765,0.787,7,-6.026,1,0.108,0.302,0.0001,0.305,0.731,161.134,,4,253973.0
0DPc9vCgjUnh670lRhqeZf,6LKGbGnT8v3hJlY6sueyHo,0.836,0.672,2,-5.904,1,0.185,0.628,0,0.197,0.727,110.997,,4,171000.0
0DPc9vCgjUnh670lRhqeZf,6jmQwLYxk2BlqMywkFrryX,0.745,0.721,5,-7.506,0,0.203,0.0434,0,0.339,0.833,176.02,,4,233470.0
0DPc9vCgjUnh670lRhqeZf,6U7s36ZadmjnRVANAjBPkO,0.816,0.39,11,-8.258,0,0.147,0.122,0,0.0752,0.687,122.035,,4,244980.0
0DPc9vCgjUnh670lRhqeZf,7csj1Q7jBd7t7FtMLmxhuI,0.802,0.723,4,-7.721,0,0.0522,0.291,0,0.125,0.942,152.026,,4,247915.0
0DPc9vCgjUnh670lRhqeZf,7L5Y9s9Z4iQgmBax9JRhCT,0.888,0.745,9,-3.447,1,0.0666,0.0624,0,0.0813,0.871,117.048,,4,224246.0
0DPc9vCgjUnh670lRhqeZf,1FBgPYihFWT5gtqMvpeWjh,0.784,0.756,7,-7.431,0,0.137,0.0729,2.39e-06,0.211,0.386,101.986,,4,218105.0
0DPc9vCgjUnh670lRhqeZf,4WFqP2qhuBf1SwvC171pSm,0.724,0.601,8,-7.581,1,0.0646,0.352,0,0.0745,0.794,131.0,,4,207973.0
5CJWZoI5We1Lq0T0BUcJCO,6JCSJbQRHWwAM3okn43hf0,0.56,0.811,5,-5.744,0,0.278,0.0574,0,0.0724,0.371,174.059,,4,170000.0
5CJWZoI5We1Lq0T0BUcJCO,76NVLAWl6f4OSaM1rt2vkC,0.742,0.552,9,-7.887,0,0.0724,0.188,0,0.124,0.301,124.985,,4,215000.0
5CJWZoI5We1Lq0T0BUcJCO,6FYgD2xGHbAwUVlNQ4ZPLi,0.746,0.431,11,-10.896,0,0.167,0.168,4.3e-06,0.11,0.505,74.945,,4,176000.0
5CJWZoI5We1Lq0T0BUcJCO,4KVeZW7M0DKvNKPhTFFofc,0.617,0.51,11,-11.294,0,0.0602,0.361,0,0.107,0.0374,134.991,,4,150000.0
5CJWZoI5We1Lq0T0BUcJCO,3JnNQu9qsyqprFjsInBVuF,0.462,0.586,10,-8.899,0,0.0644,0.604,0,0.127,0.237,79.849,,4,260000.0
5CJWZoI5We1Lq0T0BUcJCO,2mrZmuwgRVm9v2jjU0WdFY,0.764,0.712,5,-8.029,0,0.343,0.139,0,0.335,0.224,110.018,,4,160000.0
5CJWZoI5We1Lq0T0BUcJCO,4q5kNvwmnur7ZKXTirPjEK,0.668,0.383,11,-12.024,0,0.155,0.547,5.63e-06,0.108,0.13,83.512,,4,176665.0
5CJWZoI5We1Lq0T0BUcJCO,0IQTuquFZEKfajixuoFsmO,0.444,0.571,2,-10.445,1,0.352,0.0133,0.0431,0.443,0.401,150.029,,4,178151.0
5CJWZoI5We1Lq0T0BUcJCO,0zTCqG0uNQsAYHFvFS8AH3,0.664,0.429,6,-11.556,0,0.399,0.0707,0,0.0912,0.0609,140.094,,4,173172.0
5CJWZoI5We1Lq0T0BUcJCO,3SQn0GXUsIZWOfaoNyjDAo,0.648,0.64,7,-10.747,1,0.0813,0.064,0.584,0.11,0.468,145.055,,4,190040.0
0lf8LVkrjg9GudchoppC5q,37707WWKlfDSxYbmOEDZtF,0.729,0.482,2,-7.081,1,0.0888,0.461,0,0.184,0.249,150.051,,4,188826.0
0lf8LVkrjg9GudchoppC5q,3tMIjrmvbc1EI1pgm99suD,0.546,0.711,0,-7.483,1,0.0357,0.108,0,0.23,0.108,84.998,,4,285882.0
0lf8LVkrjg9GudchoppC5q,1UhOomVdZgNvc0xMpVH3lG,0.775,0.632,7,-7.112,0,0.3,0.102,0,0.141,0.658,159.988,,4,147122.0
0lf8LVkrjg9GudchoppC5q,5hqWlvXTeMJRH4i3rd8NBp,0.707,0.676,9,-6.437,1,0.266,0.0275,0,0.267,0.256,172.375,,4,207907.0
0lf8LVkrjg9GudchoppC5q,0Xqh1z3gYQVpbz6QDuspZa,0.486,0.702,11,-6.803,1,0.335,0.142,0,0.333,0.633,100.405,,4,127200.0
0lf8LVkrjg9GudchoppC5q,61cN45r18Q4lK2p0u4lbKk,0.546,0.792,5,-6.475,0,0.0727,0.054,0,0.259,0.428,75.052,,4,187200.0
0lf8LVkrjg9GudchoppC5q,0n27fmqIA4ZVt46LyzJrDv,0.689,0.578,4,-6.016,0,0.259,0.308,0,0.119,0.183,154.157,,4,164006.0
0lf8LVkrjg9GudchoppC5q,4zuMXOmWR3QuiHQnvYbyVl,0.781,0.693,2,-8.222,1,0.0946,0.295,0.000136,0.183,0.444,100.003,,4,151950.0
0lf8LVkrjg9GudchoppC5q,4TWqowsLEFT4vChFQS7yGM,0.676,0.893,11,-5.461,0,0.0417,0.000894,2.75e-06,0.176,0.4,140.019,,4,216429.0
0lf8LVkrjg9GudchoppC5q,1C6shpL9pAXHwBkWTjsYoy,0.779,0.81,1,-4.528,1,0.0583,0.00234,0,0.321,0.276,139.961,,4,162375.0
5RWHGrgwCmIrv1EJlYGIIl,49zM81Vlmx1S46mmaaRSBw,0.499,0.439,5,-8.978,1,0.0519,0.643,0.0143,0.183,0.197,119.143,,4,271597.0
5RWHGrgwCmIrv1EJlYGIIl,5zE8jYALzAISn0aO3BBAs7,0.735,0.764,0,-4.345,1,0.0769,0.626,0.000157,0.115,0.681,135.09,,4,260854.0
5RWHGrgwCmIrv1EJlYGIIl,1iHDQ530nvzDVCjWVftfdQ,0.395,0.692,5,-7.898,1,0.16,0.253,0,0.0875,0.606,166.451,,4,174251.0
5RWHGrgwCmIrv1EJlYGIIl,337p5pJFHaEprWk9KZeNkI,0.438,0.592,4,-6.423,1,0.0347,0.0204,5.72e-06,0.131,0.235,136.755,,4,177333.0
5RWHGrgwCmIrv1EJlYGIIl,4kgLFq5ORtsOCWSUt7CRRM,0.576,0.45,0,-9.347,1,0.0339,0.654,0.00477,0.211,0.311,128.573,,4,230912.0
5RWHGrgwCmIrv1EJlYGIIl,1HRxBLlco4o37Mu341Yv7j,0.664,0.908,8,-5.467,0,0.139,0.509,0,0.238,0.629,105.91,,4,232587.0
5RWHGrgwCmIrv1EJlYGIIl,2oVBDr79HXZFNi55VOKnEz,0.624,0.6,7,-5.181,1,0.0396,0.402,0,0.114,0.424,99.201,,4,163267.0
5RWHGrgwCmIrv1EJlYGIIl,41glL2ZOjSEzcUF86INDf3,0.408,0.843,0,-6.417,0,0.0878,0.371,0.0191,0.985,0.603,107.577,,4,456040.0
5RWHGrgwCmIrv1EJlYGIIl,2AJiOEBnRrsxdVKDv1iyMV,0.564,0.81,5,-7.305,1,0.0551,0.175,0.00391,0.158,0.603,118.765,,4,181846.0
5RWHGrgwCmIrv1EJlYGIIl,4qjhohm55uedhHcJ0KjLpu,0.256,0.819,4,-7.167,1,0.0695,0.527,0.000177,0.99,0.271,155.845,,4,446947.0
7GtwhLS4bvGc7mkyWjPmpC,3M3fUa89iD3O75auTu8z2f,0.543,0.807,4,-4.871,0,0.172,0.363,0,0.0886,0.633,180.303,,4,207064.0
7GtwhLS4bvGc7mkyWjPmpC,6gcZbQA0LYz2hfqMAZny7f,0.743,0.732,8,-3.981,1,0.1,0.242,0,0.0823,0.869,74.65,,4,220892.0
7GtwhLS4bvGc7mkyWjPmpC,6GWq5JUN0koWZNuXztXcsv,0.528,0.841,1,-3.853,1,0.343,0.032,0,0.0751,0.347,177.656,,4,220798.0
7GtwhLS4bvGc7mkyWjPmpC,5105ZsYNevHztxqMUgElBU,0.545,0.624,8,-6.916,1,0.0914,0.129,0,0.107,0.267,188.075,,3,206147.0
7GtwhLS4bvGc7mkyWjPmpC,6oGtgnZcB1DQpE1WSfNl3A,0.67,0.667,8,-6.0,1,0.129,0.263,0,0.116,0.619,102.002,,4,182453.0
7GtwhLS4bvGc7mkyWjPmpC,3zysUO4G8PJisOJzIWaytS,0.667,0.805,4,-3.449,0,0.24,0.11,0,0.132,0.385,184.117,,4,226720.0
7GtwhLS4bvGc7mkyWjPmpC,1aom9cjEuAsF6B6uM6B2DM,0.794,0.749,8,-4.86,1,0.183,0.0859,3.12e-06,0.206,0.292,100.036,,4,292432.0
7GtwhLS4bvGc7mkyWjPmpC,10ts7ovTGokXWyDPxyjfU8,0.795,0.831,0,-3.811,1,0.246,0.0774,0,0.0558,0.744,119.979,,4,189753.0
7GtwhLS4bvGc7mkyWjPmpC,64vI6IUDnRaIFQMDWmVWnb,0.717,0.793,4,-4.607,0,0.228,0.19,0,0.126,0.873,100.047,,4,258067.0
7GtwhLS4bvGc7mkyWjPmpC,1Fi2chsP38vmke5liDXMKZ,0.367,0.798,1,-5.883,0,0.484,0.0667,0,0.103,0.412,200.196,,4,186572.0
5mbnKib57qn8YUDAJdcz8l,3lmWugmDLOLAf6f09EnZ4N,0.771,0.426,2,-11.501,0,0.0548,0.415,0,0.394,0.644,134.902,,4,198444.0
5mbnKib57qn8YUDAJdcz8l,1BhyOkmxVNENi1izd2uNVY,0.569,0.821,7,-5.598,1,0.0466,0.338,0,0.276,0.604,98.042,,4,195231.0
5mbnKib57qn8YUDAJdcz8l,0WHIAsfnYngbu4qq13bz5Q,0.631,0.504,2,-7.226,1,0.0499,0.432,0,0.0693,0.524,81.02,,4,210997.0
5mbnKib57qn8YUDAJdcz8l,1ATAnIDQv9GEwHzUdG7pzX,0.516,0.432,0,-7.657,1,0.0438,0.436,0.000184,0.245,0.444,179.987,,3,214983.0
5mbnKib57qn8YUDAJdcz8l,4ncOD5M8FVVJTcqDIDdwe3,0.743,0.706,6,-4.697,0,0.0765,0.493,0,0.0705,0.754,111.971,,4,200191.0
5mbnKib57qn8YUDAJdcz8l,5kWZRx6nHoBzywb5xzeAJW,0.173,0.273,0,-12.617,1,0.0389,0.888,0.00131,0.0996,0.226,77.706,,3,288737.0
5mbnKib57qn8YUDAJdcz8l,3OxRl0ohZ59PIaPq1qMkMk,0.653,0.328,2,-13.265,0,0.0447,0.117,0.00718,0.118,0.194,120.089,,4,238000.0
5mbnKib57qn8YUDAJdcz8l,4Qb86LjaAgSCvYFjSymNB6,0.597,0.378,0,-11.004,1,0.034,0.26,0,0.0706,0.303,121.955,,4,271000.0
5mbnKib57qn8YUDAJdcz8l,3ADcLvnkYLuaxpnD0bu0an,0.529,0.654,7,-10.612,0,0.0398,0.101,0,0.716,0.455,74.004,,4,213466.0
5mbnKib57qn8YUDAJdcz8l,7zxyQ60Qta1uzxaLdT1vil,0.606,0.526,9,-9.232,1,0.043,0.822,0,0.119,0.5,81.006,,4,197689.0
6Skz2qHpugnIIG9JkipMfG,7d2YARUOqYMvHrOxDrQH49,0.763,0.877,4,-4.711,0,0.0446,0.175,0,0.307,0.922,148.009,,4,241307.0
6Skz2qHpugnIIG9JkipMfG,1MSZs6TLitwTs3KxdqIdtD,0.909,0.962,9,-4.38,1,0.0863,0.259,0,0.128,0.973,129.962,,4,179067.0
6Skz2qHpugnIIG9JkipMfG,5egcFsRvcRYCGywKUxUV65,0.521,0.911,2,-6.101,1,0.0595,0.014,0.000388,0.296,0.481,151.939,,4,197320.0
6Skz2qHpugnIIG9JkipMfG,2WxBZQSD4lvwXpxz2rJPwC,0.633,0.565,7,-7.973,1,0.189,0.658,0,0.0807,0.614,99.693,,4,200800.0
6Skz2qHpugnIIG9JkipMfG,6Slmqj4UBVtZNfW31KxOxQ,0.712,0.91,9,-3.682,1,0.0393,0.00758,0,0.114,0.863,117.511,,4,208120.0
6Skz2qHpugnIIG9JkipMfG,4XlzWMqP3vFimzfhvRLbct,0.616,0.75,2,-7.218,0,0.0578,0.286,0,0.102,0.655,136.968,,4,222973.0
6Skz2qHpugnIIG9JkipMfG,3rPZXCDIb9Hh73LDZDUvcc,0.654,0.479,7,-6.072,1,0.0313,0.372,0,0.0936,0.408,78.024,,4,167987.0
6Skz2qHpugnIIG9JkipMfG,6DBYSncV0OAkxGHqiFwJZ3,0.579,0.769,4,-6.834,0,0.0336,0.219,0,0.241,0.369,144.997,,4,209880.0
6Skz2qHpugnIIG9JkipMfG,0aqdXR01WWWA5jYQQEy7vB,0.573,0.885,9,-5.519,1,0.0861,0.0378,0,0.119,0.663,149.469,,4,259213.0
6Skz2qHpugnIIG9JkipMfG,0XqzjBUqiicLiKZ5Q5dlHf,0.657,0.831,9,-5.042,1,0.0294,0.0622,0,0.346,0.929,148.991,,4,257160.0
3kIdGWio7imoX74L5EEti4,5qtlTJqoaDqjZiWo12Z5JY,0.792,0.895,5,-5.754,0,0.0571,0.178,1.27e-05,0.284,0.95,133.044,,4,208266.0
3kIdGWio7imoX74L5EEti4,6xJrW0O0l1379Dj7imsRUf,0.316,0.936,5,-4.775,1,0.077,0.425,0,0.959,0.458,93.476,,4,256920.0
3kIdGWio7imoX74L5EEti4,6EsIurpZotu6tI4S5PwgpR,0.492,0.91,7,-4.938,1,0.189,0.489,0,0.984,0.754,140.727,,4,233467.0
3kIdGWio7imoX74L5EEti4,0seG7yDF0lRstFpAxhayMV,0.485,0.821,5,-4.829,1,0.0416,0.0242,2.05e-06,0.108,0.97,96.307,,4,186560.0
3kIdGWio7imoX74L5EEti4,3E5PoZTRisAGnuoifkfaON,0.716,0.801,5,-5.71,0,0.0307,0.14,0.000248,0.141,0.872,153.07,,4,207032.0
3kIdGWio7imoX74L5EEti4,6FqecdRZWBVSUeY02VzHyC,0.731,0.749,9,-5.291,0,0.0433,0.399,0.0655,0.106,0.937,146.974,,4,193520.0
3kIdGWio7imoX74L5EEti4,7cZgvQhTGMcTGA9g1EGNgb,0.755,0.743,4,-6.669,1,0.0636,0.0446,7.36e-06,0.0596,0.82,148.955,,4,160760.0
3kIdGWio7imoX74L5EEti4,2EbTsezzDlVG7DOSXCrng7,0.773,0.742,5,-4.704,1,0.0347,0.128,0,0.266,0.907,136.482,,4,149880.0
3kIdGWio7imoX74L5EEti4,0qBOUdpKwXYLV1UaYG8dIS,0.854,0.819,5,-4.378,0,0.0899,0.144,0.00876,0.0707,0.962,138.104,,4,227747.0
3kIdGWio7imoX74L5EEti4,0pICfonuURSvBEl2zKBkQn,0.811,0.815,3,-8.088,1,0.0303,0.0905,0.000939,0.0682,0.971,123.006,,4,173053.0
4iQZZef5UgC8obZcM4iDyx,2HfmcQxtusyjJEgOV7pq7P,0.496,0.599,2,-5.688,1,0.132,0.488,0,0.0846,0.153,85.365,,4,189200.0
4iQZZef5UgC8obZcM4iDyx,67aKoX7wjODulBVTFC2b5B,0.237,0.598,8,-6.137,1,0.0385,0.201,1.17e-05,0.0865,0.614,201.23,,4,215400.0
4iQZZef5UgC8obZcM4iDyx,3C1lTafrKPH93LpWbw5cYJ,0.426,0.546,7,-8.125,0,0.0486,0.266,0.0295,0.0821,0.496,138.687,,4,232587.0
4iQZZef5UgC8obZcM4iDyx,5AcHCSxZIo8Q61A7VBcsKw,0.526,0.556,9,-5.642,1,0.0347,0.242,0,0.0981,0.576,108.464,,4,163547.0
4iQZZef5UgC8obZcM4iDyx,3CjoCWeTKPEliQpQFi8jzU,0.339,0.558,7,-12.859,1,0.0492,0.683,0,0.724,0.845,206.279,,4,187000.0
4iQZZef5UgC8obZcM4iDyx,6nRm6e8NQDCXhg4HwrV5Lw,0.746,0.564,6,-4.482,1,0.0284,0.273,0,0.445,0.674,99.866,,4,87720.0
4iQZZef5UgC8obZcM4iDyx,65UFTCdiaI78SpJVPVLKyo,0.653,0.421,2,-14.358,1,0.03,0.323,0.000591,0.454,0.784,106.982,,4,222208.0
4iQZZef5UgC8obZcM4iDyx,0YYFOe0U24Sk5O8agQ2vVb,0.275,0.688,2,-5.955,1,0.0381,0.268,3.48e-06,0.0822,0.28,142.253,,4,202360.0
4iQZZef5UgC8obZcM4iDyx,0iOYMXxvI3Mg9bKek5cxfm,0.694,0.751,10,-5.745,1,0.034,0.377,0,0.305,0.971,127.765,,4,169707.0
4iQZZef5UgC8obZcM4iDyx,4YlCFfH7XSjJjv6m3vzcDi,0.56,0.734,0,-6.052,1,0.0309,0.284,0,0.346,0.9,107.306,,4,197093.0
2byrTaX8LV9LSZcC4tAyZP,5oST4xZQSTwnApawzFs94Q,0.614,0.527,10,-6.438,1,0.0378,0.0106,0.00386,0.126,0.144,135.976,,4,243293.0
2byrTaX8LV9LSZcC4tAyZP,3uKSL1lae9RH60enWpU177,0.365,0.217,3,-9.675,1,0.0308,0.754,0.0039,0.107,0.0708,135.895,,3,309780.0
2byrTaX8LV9LSZcC4tAyZP,1ExQb2SoXzEB3MHXpZEEnB,0.602,0.497,6,-6.815,1,0.0354,0.774,0,0.122,0.282,78.053,,4,253320.0
2byrTaX8LV9LSZcC4tAyZP,6f3SSzSqG6OWlCdmxv9hX1,0.794,0.772,0,-5.926,0,0.0314,0.0588,1.76e-06,0.113,0.646,112.033,,4,207516.0
2byrTaX8LV9LSZcC4tAyZP,0Km1F4XWwgTszn51HlvolI,0.629,0.589,10,-7.557,1,0.0605,0.278,1.54e-05,0.262,0.237,155.911,,4,212630.0
2byrTaX8LV9LSZcC4tAyZP,1kN6hXYvAMnwpcKtXQIU5D,0.606,0.454,5,-7.601,0,0.0271,0.659,9.54e-06,0.103,0.689,100.028,,4,168972.0
2byrTaX8LV9LSZcC4tAyZP,2ILPK01nyrz0aUghPYGbHH,0.49,0.502,2,-6.407,0,0.0397,0.469,0,0.153,0.708,187.875,,4,187427.0
2byrTaX8LV9LSZcC4tAyZP,2tQOFSbhNFRxbGLIdgRU0X,0.63,0.665,9,-6.309,0,0.0332,0.241,1.07e-05,0.0964,0.869,159.954,,4,271900.0
2byrTaX8LV9LSZcC4tAyZP,1mkh5H9l9JdcqGO3Pueith,0.699,0.31,1,-6.379,1,0.0326,0.518,0,0.127,0.408,141.874,,3,194580.0
2byrTaX8LV9LSZcC4tAyZP,6vyr63svonWEBa0SPe7bdv,0.689,0.829,7,-4.547,1,0.0843,0.338,0,0.272,0.74,80.04,,4,148528.0
20Sc2Vhw21ETA1dtw5C43w,0vUnmvIX1BygJMgqmUV6ha,0.618,0.764,6,-5.001,0,0.272,0.206,0,0.379,0.529,149.897,,4,233053.0
20Sc2Vhw21ETA1dtw5C43w,4jWp1ghB7spLrNzFGORmEB,0.494,0.802,1,-5.27,1,0.229,0.0978,0,0.204,0.496,89.051,,4,185973.0
20Sc2Vhw21ETA1dtw5C43w,6Ii6ncKRhMyknPWIaZuHas,0.626,0.844,6,-5.584,0,0.228,0.162,0,0.248,0.473,77.535,,4,187973.0
20Sc2Vhw21ETA1dtw5C43w,26QumQKxqPjlZIS0ostqwK,0.71,0.843,10,-3.482,0,0.215,0.1,0,0.305,0.404,100.022,,4,181427.0
20Sc2Vhw21ETA1dtw5C43w,0uq06f56aCJE7QXXmdw7Gb,0.81,0.705,5,-5.163,0,0.152,0.0117,2.83e-06,0.177,0.467,96.075,,4,183240.0
20Sc2Vhw21ETA1dtw5C43w,3A5QfusiH5s4MHIHo1yQSj,0.604,0.885,10,-4.918,0,0.0916,0.0449,0,0.201,0.233,111.009,,4,161573.0
20Sc2Vhw21ETA1dtw5C43w,5krGPYH41AluV1vvse6uP7,0.727,0.838,7,-4.835,1,0.149,0.0368,1.03e-05,0.255,0.588,114.0,,4,174560.0
20Sc2Vhw21ETA1dtw5C43w,7oFlqvnzPKggthCFNYuqsv,0.821,0.823,11,-3.366,0,0.189,0.148,0,0.0696,0.803,118.003,,4,231680.0
20Sc2Vhw21ETA1dtw5C43w,0rtgLK63qtOdt542qstxeD,0.681,0.892,10,-4.773,0,0.0567,0.188,4.25e-05,0.316,0.716,107.971,,4,219240.0
20Sc2Vhw21ETA1dtw5C43w,58ttJO4FlxiKpy2qu9fVPe,0.767,0.804,6,-3.407,0,0.146,0.00588,0,0.0915,0.925,127.999,,4,160240.0
0F2Rp11bhMEtedfjoMh90L,6dlkr04x93THYt2Cklv91b,0.405,0.4,0,-11.163,1,0.0259,0.244,9.01e-06,0.115,0.303,74.213,,4,267533.0
0F2Rp11bhMEtedfjoMh90L,6jqYYzjbZibqEzdT1aa1Q9,0.604,0.654,7,-6.982,1,0.0837,0.313,0,0.649,0.749,109.277,,4,144000.0
